title:club, start timestamp:1605155774.756922, stop timestamp:1605155841.700198, headset type:EPOCPLUS, headset serial:3B9AEC95, headset firmware:625, channels:108, sampling rate:eeg_128;pow_8, samples:8497      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1605155774.756922,12.000000,0.000000,3997.435791,4140.256348,4156.153809,4152.563965,4090.384521,4109.358887,4106.282227,4219.230957,4234.871582,4152.307617,4153.846191,4161.922852,4137.307617,4154.615234,8173.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.764906,13.000000,0.000000,4006.666748,4147.436035,4162.692383,4155.512695,4089.615479,4109.615234,4106.282227,4218.846191,4233.333496,4156.410156,4159.487305,4154.487305,4135.384766,4161.538574,3174.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.772789,14.000000,0.000000,4006.281982,4144.743652,4169.487305,4179.487305,4082.820557,4103.589844,4100.000000,4212.179688,4231.025879,4153.077148,4166.025879,4150.256348,4154.230957,4169.230957,3205.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.780773,15.000000,0.000000,3993.974365,4135.384766,4157.820313,4170.128418,4082.179443,4107.179688,4099.102539,4209.102539,4228.077148,4125.769043,4146.282227,4147.820313,4143.974121,4155.128418,2417.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.788657,16.000000,0.000000,3988.333252,4130.000000,4145.000000,4135.384766,4083.974365,4104.871582,4103.205078,4212.948730,4228.205078,4115.897461,4123.589844,4142.948730,4115.384766,4127.179688,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.796640,17.000000,0.000000,4002.948730,4121.153809,4154.487305,4134.487305,4087.307617,4100.641113,4102.692383,4213.333496,4230.128418,4131.538574,4129.871582,4142.051270,4120.512695,4123.205078,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.804524,18.000000,0.000000,4014.615479,4118.461426,4161.410156,4157.563965,4086.538574,4110.128418,4102.051270,4209.743652,4229.871582,4130.128418,4149.487305,4150.384766,4144.487305,4143.205078,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.812508,19.000000,0.000000,4013.974365,4136.282227,4156.666504,4164.102539,4087.435791,4106.922852,4105.641113,4211.153809,4230.512695,4134.743652,4158.461426,4159.230957,4148.205078,4154.871582,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,6.822547,2.257884,1.189846,2.169986,0.874440,1.157155,0.602689,1.202016,0.938549,1.299298,2.601418,0.960109,0.515673,0.436708,0.355007,0.732924,0.593373,1.049016,0.915305,2.221165,0.399189,0.454074,0.253387,0.164284,0.235218,5.401454,2.185136,1.243812,0.416953,0.230476,0.262077,0.239882,0.158870,0.112067,0.196427,0.347311,0.264262,0.270677,0.094642,0.113608,0.172870,0.105425,0.070837,0.031221,0.042627,3.988494,2.871294,2.122971,0.801867,0.566295,6.154917,3.212683,2.717960,0.725078,1.356555,2.605002,0.856231,0.312804,0.324617,0.333442,2.136891,1.402132,1.953855,1.299553,1.586117,3.714776,1.534030,0.690589,0.785947,0.615488
1605155774.820392,20.000000,0.000000,4008.974365,4136.922852,4157.948730,4148.461426,4091.410156,4094.487061,4105.000000,4215.512695,4233.589844,4162.692383,4152.948730,4156.153809,4137.948730,4147.307617,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.828375,21.000000,0.000000,3996.025635,4120.769043,4154.230957,4141.922852,4093.333252,4102.948730,4103.461426,4214.871582,4233.846191,4158.077148,4137.820313,4146.922852,4126.153809,4138.077148,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.836359,22.000000,0.000000,3979.102539,4132.820313,4142.179688,4159.230957,4092.820557,4113.461426,4105.512695,4211.794922,4228.974121,4128.461426,4139.102539,4149.487305,4128.846191,4145.769043,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.844244,23.000000,0.000000,3981.025635,4146.538574,4144.230957,4168.461426,4089.358887,4109.743652,4105.769043,4211.282227,4226.153809,4129.102539,4148.846191,4155.897461,4138.974121,4150.897461,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.852227,24.000000,0.000000,4000.641113,4131.025879,4152.820313,4154.487305,4092.948730,4105.512695,4105.641113,4213.717773,4228.205078,4141.794922,4146.153809,4151.922852,4138.333496,4140.256348,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.860112,25.000000,0.000000,4011.410156,4122.436035,4150.256348,4149.615234,4101.538574,4106.794922,4104.487305,4215.256348,4229.871582,4133.333496,4136.922852,4147.820313,4130.512695,4132.179688,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.868095,26.000000,0.000000,4005.000000,4132.692383,4144.743652,4149.871582,4102.692383,4114.871582,4105.256348,4214.871582,4230.128418,4126.025879,4135.641113,4149.102539,4128.589844,4132.692383,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.875979,27.000000,0.000000,3988.333252,4141.666504,4143.461426,4148.974121,4102.051270,4119.487305,4109.487305,4216.538574,4230.897461,4136.410156,4145.641113,4155.641113,4143.461426,4140.256348,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605155774.883963,28.000000,0.000000,3976.281982,4137.948730,4144.230957,4161.153809,4103.461426,4108.846191,4102.051270,4215.512695,4230.256348,4142.948730,4151.282227,4159.615234,4149.871582,4149.615234,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
