title:club, start timestamp:1605179097.029063, stop timestamp:1605179157.732675, headset type:EPOCPLUS, headset serial:3B9AEC95, headset firmware:625, channels:108, sampling rate:eeg_128;pow_8, samples:7704      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.F7.Theta,POW.F7.Alpha,POW.F7.BetaL,POW.F7.BetaH,POW.F7.Gamma,POW.F3.Theta,POW.F3.Alpha,POW.F3.BetaL,POW.F3.BetaH,POW.F3.Gamma,POW.FC5.Theta,POW.FC5.Alpha,POW.FC5.BetaL,POW.FC5.BetaH,POW.FC5.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.P7.Theta,POW.P7.Alpha,POW.P7.BetaL,POW.P7.BetaH,POW.P7.Gamma,POW.O1.Theta,POW.O1.Alpha,POW.O1.BetaL,POW.O1.BetaH,POW.O1.Gamma,POW.O2.Theta,POW.O2.Alpha,POW.O2.BetaL,POW.O2.BetaH,POW.O2.Gamma,POW.P8.Theta,POW.P8.Alpha,POW.P8.BetaL,POW.P8.BetaH,POW.P8.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.FC6.Theta,POW.FC6.Alpha,POW.FC6.BetaL,POW.FC6.BetaH,POW.FC6.Gamma,POW.F4.Theta,POW.F4.Alpha,POW.F4.BetaL,POW.F4.BetaH,POW.F4.Gamma,POW.F8.Theta,POW.F8.Alpha,POW.F8.BetaL,POW.F8.BetaH,POW.F8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
1605179097.029063,49.000000,0.000000,4399.615234,4265.769043,4235.897461,4228.077148,4250.384766,4234.230957,4229.743652,4208.205078,4225.384766,4239.871582,4298.974121,4179.102539,4497.307617,4254.615234,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.037046,50.000000,0.000000,4396.666504,4262.563965,4236.025879,4228.333496,4252.179688,4240.128418,4232.436035,4211.538574,4232.307617,4259.487305,4291.538574,4178.205078,4492.820313,4252.179688,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.044929,51.000000,0.000000,4393.461426,4261.025879,4235.641113,4225.128418,4250.512695,4241.538574,4235.128418,4212.307617,4234.615234,4259.102539,4291.153809,4175.769043,4497.179688,4246.666504,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.052912,52.000000,0.000000,4392.948730,4263.205078,4236.282227,4227.692383,4247.948730,4237.948730,4232.179688,4210.897461,4229.358887,4257.563965,4296.025879,4179.743652,4505.128418,4253.205078,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.060795,53.000000,0.000000,4395.384766,4259.102539,4236.025879,4226.025879,4247.307617,4234.871582,4227.692383,4206.666504,4220.897461,4251.153809,4293.717773,4180.512695,4499.615234,4254.230957,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.068778,54.000000,0.000000,4392.948730,4259.230957,4235.512695,4223.589844,4248.589844,4241.922852,4232.179688,4212.179688,4229.487305,4247.948730,4292.948730,4176.153809,4493.717773,4247.692383,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.076661,55.000000,0.000000,4387.820313,4262.948730,4239.871582,4224.487305,4244.230957,4243.077148,4233.461426,4215.641113,4235.641113,4253.333496,4290.641113,4176.922852,4490.256348,4249.358887,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.084444,56.000000,0.000000,4397.948730,4265.256348,4240.000000,4224.871582,4238.846191,4232.820313,4226.282227,4202.563965,4219.358887,4246.025879,4283.077148,4181.666504,4487.436035,4254.102539,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.092326,57.000000,0.000000,4407.436035,4265.128418,4239.487305,4222.948730,4238.589844,4231.922852,4227.692383,4197.820313,4212.692383,4232.436035,4288.205078,4185.256348,4491.794922,4256.922852,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,3.529332,3.335479,0.425333,0.521773,0.751810,1.666547,0.612441,0.284443,0.231753,0.200311,0.541213,0.606072,0.096135,0.117838,0.086050,1.643949,1.075238,0.276177,0.329792,0.181243,2.362752,0.649952,0.588003,0.313731,0.312806,0.838237,0.340513,0.289760,0.190886,0.164489,0.361690,0.212086,0.142116,0.157481,0.078762,0.810712,0.274019,0.338807,0.381485,0.212708,1.842942,0.667521,0.638491,0.796166,0.365436,3.592863,1.403533,1.124249,0.936453,0.886763,5.154773,1.717013,0.884442,0.765495,0.695040,0.757555,0.556505,0.150415,0.183637,0.174874,1.490407,0.420966,0.375239,0.238945,0.281683,1.267778,1.218064,0.269606,0.306422,0.278010
1605179097.100109,58.000000,0.000000,4398.077148,4263.589844,4242.563965,4224.230957,4244.743652,4240.256348,4233.589844,4210.897461,4227.563965,4247.051270,4297.820313,4190.769043,4496.410156,4262.948730,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.108093,59.000000,0.000000,4385.641113,4256.153809,4238.974121,4217.948730,4243.589844,4234.743652,4228.205078,4210.512695,4228.717773,4262.820313,4283.589844,4187.179688,4484.871582,4257.051270,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605179097.115976,60.000000,0.000000,4388.333496,4258.333496,4238.333496,4213.461426,4239.358887,4236.153809,4229.615234,4205.641113,4224.102539,4258.974121,4276.282227,4183.589844,4477.436035,4254.487305,0.000000,3.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
